cod;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97
1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;-6.6;-5.89;-2.33;0.9;2.28;1.93;-4.07;-2.1;-2.28;2.73;1.67;5.86;3.86;0.87;-5.64;-7.79;-8.78;-8.59;-2.34;-2.72;-4.65;-16.98;-18.87;-18.3;-15.25;-9.87;-13.13;-13.43;-19.69;-18.37;-15.74;-15.23;-12.91;-19.28;-23.64;-27.32;-25.47;-23.43;-30.58;-27.88;-27.93;-23.45;-26.37;-27.68;-25.93;-24.3;-15.81;-14.77;-14.26;-19.39;-23.1;-24.92;-28.91;-19.43;-12.65;-8.51;-14.17;-16.58;-21.55;-28.64;-26.35;-23.75;-16.81;-28.36;-26.88;-28.59;-24.1;-19.87;-15.19;-13.59;-18.95;-23.17;-21.77;-22.47;-18.19;-18.81;-17.38;-21.25;-24.68;-26.73;-24.44;-16.5;-14.13;-13.9;-22.32;-26.01;-30.64;-28.31;-18.73;-14.05;-13.89;-21.82;-24.27;-24.13;-22.67;-17.2
4;0.87;-0.12;3.38;3.77;1.73;0.27;-5.16;-3.33;-1.73;4.2;2.88;2.97;1.25;-0.87;-5.0;-6.89;-8.16;-8.75;-7.91;-6.69;-6.67;-12.77;-15.39;-16.73;-12.91;-12.67;-15.32;-17.99;-19.78;-20.31;-19.49;-20.47;-20.64;-26.35;-30.49;-32.89;-31.76;-31.22;-36.08;-33.15;-29.91;-28.5;-29.32;-31.96;-28.26;-28.6;-26.75;-26.58;-26.33;-26.79;-24.23;-23.88;-23.14;-19.65;-16.81;-15.25;-17.34;-19.52;-23.75;-32.37;-33.52;-32.81;-26.55;-33.03;-32.56;-34.91;-29.1;-27.1;-23.88;-25.29;-30.2;-34.2;-33.81;-31.34;-27.85;-26.17;-24.58;-26.1;-26.87;-27.14;-25.76;-21.85;-20.26;-19.85;-27.08;-29.97;-30.24;-27.72;-22.9;-21.51;-19.95;-25.6;-27.49;-27.04;-25.96;-23.61
5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;5.92;-0.39;2.17;0.73;1.4;-0.97;-9.77;-6.49;-1.4;10.16;10.78;12.88;16.01;12.2;4.66;-3.35;-4.15;-2.01;7.94;12.18;12.24;-2.05;-6.84;-8.84;1.56;-0.21;-9.29;-19.63;-25.64;-23.18;-27.01;-20.85;-24.3;-23.99;-26.52;-22.54;-21.27;-25.05;-33.27;-24.89;-22.98;-20.09;-26.32;-23.4;-22.13;-21.13;-16.6;-12.43;-16.21;-21.92;-20.69;-16.18;-18.71;-17.71;-21.71;-24.75;-29.92;-26.36;-27.89;-33.92;-33.76;-30.72;-25.08;-32.85;-33.48;-33.18;-27.39;-25.52;-26.66;-28.12;-27.88;-25.76;-23.07;-23.63;-18.5;-15.67;-10.92;-17.18;-21.33;-23.52;-19.44;-13.01;-11.51;-13.19;-21.08;-24.14;-25.66;-27.67;-22.09;-17.1;-13.56;-17.02;-18.95;-16.01;-19.48;-17.66
7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
