cod;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97
1;-3.99;-1.28;2.16;2.15;1.64;-0.13;0.4;0.11;-1.64;-5.73;-11.56;-12.07;-15.8;-16.17;-21.2;-22.55;-22.94;-23.0;-19.32;-20.79;-21.41;-29.28;-32.39;-35.45;-30.55;-27.97;-30.68;-32.88;-34.95;-33.06;-35.88;-33.55;-32.62;-31.67;-32.82;-36.59;-35.95;-39.7;-44.79;-48.01;-47.38;-46.32;-44.12;-42.86;-33.93;-33.39;-29.25;-31.95;-31.26;-39.09;-39.61;-41.7;-40.3;-36.21;-35.34;-34.11;-37.74;-37.44;-38.03;-38.87;-35.65;-36.77;-34.62;-38.65;-34.35;-33.67;-31.3;-28.96;-29.88;-28.91;-32.77;-30.27;-33.92;-30.41;-29.7;-30.38;-31.81;-34.54;-31.73;-31.71;-28.85;-21.23;-22.64;-31.06;-35.17;-34.66;-28.14;-33.37;-32.2;-34.86;-32.54;-34.43;-35.1;-32.89;-31.63;-22.43
2;-3.42;-4.42;-5.79;-2.64;0.07;1.08;-2.06;-1.06;-0.07;2.82;3.75;0.77;1.23;-0.36;3.28;3.14;1.56;-3.81;-12.27;-15.41;-16.98;-22.59;-25.88;-27.36;-20.75;-20.25;-27.96;-30.09;-30.21;-25.78;-28.57;-32.62;-36.52;-33.34;-31.04;-28.78;-28.01;-29.42;-33.02;-39.81;-42.51;-42.9;-36.16;-32.64;-26.29;-27.36;-30.51;-35.96;-38.15;-39.48;-37.93;-38.61;-35.85;-35.03;-39.66;-40.87;-42.56;-39.84;-40.25;-40.76;-43.59;-45.43;-43.38;-42.15;-39.97;-41.36;-41.21;-44.47;-42.6;-38.35;-35.33;-34.53;-36.79;-33.98;-35.96;-35.59;-34.7;-32.46;-33.11;-35.8;-38.27;-40.02;-44.77;-49.03;-45.84;-44.37;-38.9;-39.25;-36.82;-39.87;-40.8;-42.17;-39.51;-36.02;-31.09;-31.81
3;-4.8;5.38;5.76;3.03;1.01;1.03;-1.36;0.15;-1.01;-3.52;-5.89;-12.22;-18.56;-24.0;-18.78;-14.26;-13.15;-16.29;-17.35;-22.39;-21.07;-22.68;-15.04;-16.25;-12.18;-23.98;-33.12;-32.9;-25.77;-18.29;-22.55;-22.35;-33.39;-38.61;-42.26;-37.94;-32.42;-33.36;-35.79;-46.87;-54.57;-56.84;-47.77;-37.39;-28.69;-27.32;-31.69;-36.12;-37.42;-42.04;-40.54;-42.44;-37.69;-39.17;-44.77;-46.25;-42.27;-33.82;-32.49;-38.11;-41.75;-40.16;-34.1;-31.81;-29.01;-28.38;-29.44;-32.14;-35.24;-31.57;-27.93;-24.85;-27.31;-27.41;-29.19;-31.17;-30.25;-29.06;-27.71;-30.91;-25.65;-22.46;-24.16;-38.56;-37.54;-33.24;-21.33;-24.07;-26.99;-32.5;-31.57;-33.58;-35.05;-35.67;-30.49;-25.7
4;-1.21;0.9;0.47;1.69;1.39;0.84;-0.81;-1.98;-1.39;-3.88;-4.58;-10.17;-15.74;-20.44;-23.64;-22.59;-23.75;-22.0;-21.75;-25.08;-23.91;-27.6;-26.68;-28.37;-26.46;-26.68;-35.85;-37.43;-37.94;-35.18;-34.32;-34.25;-33.79;-38.08;-39.19;-40.06;-37.3;-39.58;-45.51;-50.05;-48.93;-43.89;-39.44;-39.79;-37.27;-37.39;-37.25;-39.86;-39.27;-42.05;-40.88;-43.55;-38.36;-38.38;-41.73;-45.37;-44.35;-39.76;-39.74;-40.57;-39.29;-38.45;-36.35;-37.36;-33.22;-34.73;-33.65;-33.84;-32.59;-32.18;-33.03;-34.42;-35.44;-36.55;-36.57;-36.8;-33.27;-32.65;-31.31;-33.99;-31.92;-29.36;-31.7;-39.6;-39.84;-37.27;-29.06;-31.84;-30.0;-32.62;-32.57;-37.02;-38.13;-38.57;-34.92;-31.4
5;-1.52;-6.83;-3.83;-0.14;0.98;0.71;-2.39;-1.04;-0.98;-2.17;-6.17;-7.75;-2.6;-3.55;-8.85;-14.12;-14.74;-10.35;-10.78;-8.87;-11.2;-18.23;-18.13;-19.7;-21.87;-28.91;-32.88;-25.32;-21.99;-20.61;-25.17;-29.99;-31.81;-25.57;-24.56;-23.87;-27.77;-31.14;-32.96;-38.64;-35.33;-37.5;-32.65;-31.5;-28.42;-28.97;-29.18;-26.71;-28.49;-33.93;-37.93;-37.96;-36.52;-35.19;-36.0;-35.07;-31.55;-30.62;-30.4;-36.12;-36.75;-33.42;-28.82;-30.23;-33.99;-35.48;-33.86;-32.99;-27.59;-23.55;-22.48;-27.67;-30.58;-27.67;-26.67;-23.3;-26.1;-30.19;-34.45;-35.32;-29.03;-27.89;-25.04;-32.48;-26.0;-27.82;-23.72;-29.92;-25.47;-21.69;-20.09;-24.47;-29.32;-29.64;-26.67;-23.32
6;-0.32;-0.85;-0.4;0.22;0.67;0.24;0.04;-0.54;-0.67;-4.91;-7.0;-12.52;-17.27;-21.28;-22.3;-21.63;-22.97;-24.24;-24.78;-26.89;-27.04;-30.47;-31.85;-35.35;-33.19;-36.7;-39.91;-40.97;-37.09;-34.51;-35.7;-35.32;-37.98;-40.48;-41.92;-42.8;-40.07;-40.31;-45.74;-52.11;-55.1;-53.53;-45.33;-41.15;-33.19;-33.36;-34.2;-36.01;-37.01;-44.73;-45.8;-48.78;-44.08;-42.59;-46.24;-47.79;-46.24;-40.61;-37.27;-41.13;-40.59;-41.07;-37.03;-37.64;-35.31;-35.06;-32.95;-32.08;-33.34;-33.6;-34.52;-33.38;-34.48;-33.16;-32.76;-35.18;-34.55;-35.32;-30.58;-32.74;-29.67;-29.39;-31.27;-44.08;-44.11;-39.54;-27.03;-30.08;-31.42;-33.79;-31.78;-34.25;-36.99;-36.46;-32.78;-28.33
7;-3.58;-1.03;-1.08;0.87;0.9;0.6;-1.15;-2.03;-0.9;-1.68;-2.29;-7.23;-10.47;-14.7;-17.22;-17.73;-19.93;-22.09;-28.31;-33.71;-36.48;-41.09;-44.25;-47.45;-44.61;-42.8;-44.92;-46.17;-45.25;-44.03;-45.32;-47.22;-48.3;-49.73;-49.07;-47.05;-43.6;-42.87;-49.04;-52.49;-54.75;-53.96;-51.07;-46.16;-41.74;-39.71;-44.85;-48.47;-50.59;-51.63;-47.56;-49.37;-46.17;-45.76;-47.24;-48.78;-49.68;-47.22;-48.32;-49.16;-47.12;-45.01;-43.37;-45.34;-45.78;-46.29;-44.38;-43.48;-44.71;-46.41;-46.01;-43.46;-43.57;-43.58;-44.67;-46.14;-45.46;-45.98;-43.15;-44.21;-40.6;-40.06;-42.17;-49.64;-47.59;-43.18;-36.83;-41.0;-41.44;-42.27;-40.84;-43.28;-44.0;-40.42;-38.37;-34.15
8;0.42;1.73;0.2;1.63;1.07;1.26;0.51;0.03;-1.07;-6.6;-10.03;-15.94;-21.22;-24.34;-23.86;-21.49;-22.74;-24.8;-25.91;-30.84;-30.86;-34.84;-31.95;-35.08;-32.15;-36.24;-42.54;-42.86;-39.93;-33.99;-36.44;-37.38;-38.96;-40.3;-39.9;-42.74;-41.09;-42.86;-45.8;-51.09;-52.7;-51.65;-43.95;-46.3;-48.61;-60.27;-57.07;-56.97;-54.27;-62.75;-58.55;-59.46;-54.17;-52.45;-54.11;-54.82;-59.2;-53.89;-55.54;-52.53;-49.02;-46.09;-41.99;-42.96;-38.26;-38.42;-36.4;-35.89;-38.07;-37.3;-37.6;-35.33;-36.65;-36.15;-36.31;-40.27;-38.66;-38.87;-33.36;-35.39;-32.67;-31.9;-35.85;-46.94;-47.11;-40.89;-29.73;-29.76;-28.42;-30.61;-29.43;-34.29;-37.31;-39.45;-35.21;-30.41
9;0.28;7.3;5.72;5.5;2.5;1.49;-0.4;-1.44;-2.5;-6.29;-7.64;-11.05;-16.22;-19.4;-21.58;-19.58;-22.74;-23.43;-25.49;-28.39;-28.29;-31.73;-29.21;-31.47;-26.87;-29.32;-34.25;-38.03;-37.29;-33.45;-30.88;-23.81;-22.63;-26.37;-33.53;-38.81;-37.0;-36.42;-40.15;-41.53;-44.04;-40.33;-37.69;-35.32;-32.23;-31.7;-31.95;-36.18;-37.35;-40.01;-35.73;-37.0;-37.62;-38.31;-37.48;-35.26;-34.32;-33.88;-35.33;-35.39;-36.41;-37.38;-38.16;-38.83;-39.19;-40.8;-38.58;-37.3;-37.29;-39.18;-36.04;-34.89;-37.91;-41.21;-42.02;-41.73;-38.56;-36.95;-33.57;-34.88;-30.94;-29.34;-32.2;-39.73;-38.54;-34.51;-29.43;-34.66;-36.96;-40.3;-38.84;-38.06;-38.02;-37.36;-35.19;-33.95
