cod;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97
1;2.42;0.88;0.35;0.0;-0.19;0.16;0.47;0.57;0.19;-1.36;-1.79;-2.61;-2.94;-5.05;-7.27;-9.55;-11.99;-14.36;-18.81;-22.43;-26.05;-32.69;-39.09;-44.33;-43.2;-43.07;-42.9;-43.44;-42.36;-40.07;-38.67;-38.29;-39.36;-40.47;-40.44;-40.02;-39.26;-39.82;-43.72;-45.99;-45.62;-42.14;-39.08;-37.65;-37.59;-38.0;-38.47;-39.48;-38.31;-38.92;-38.68;-39.89;-39.23;-37.15;-36.93;-36.81;-37.13;-37.38;-36.45;-40.55;-40.2;-42.16;-35.77;-35.6;-33.52;-36.02;-35.55;-38.15;-37.46;-38.66;-36.37;-35.67;-33.52;-32.49;-42.92;-53.76;-62.01;-59.29;-55.55;-58.93;-58.52;-59.24;-57.56;-57.19;-55.48;-53.08;-52.08;-54.1;-55.18;-57.64;-58.3;-58.49;-56.65;-53.93;-52.64;-54.29
2;-1.32;-0.6;-0.55;-0.11;0.02;0.16;-0.29;-0.1;-0.02;0.57;0.41;0.44;-2.1;-4.14;-7.81;-9.29;-13.13;-16.91;-21.35;-25.94;-26.89;-31.58;-33.44;-38.09;-37.9;-38.26;-40.09;-39.68;-38.77;-36.34;-35.52;-35.57;-34.13;-35.1;-35.15;-35.73;-36.4;-36.89;-40.96;-41.79;-43.18;-40.01;-38.84;-36.73;-36.67;-35.29;-36.08;-36.32;-37.53;-37.13;-36.34;-35.45;-34.98;-34.62;-35.71;-35.94;-35.07;-33.5;-31.34;-35.61;-33.69;-35.57;-27.99;-28.93;-33.93;-42.63;-48.55;-49.56;-50.77;-50.01;-47.37;-44.22;-44.13;-43.15;-44.26;-46.43;-46.37;-45.89;-42.32;-46.56;-46.11;-46.87;-45.57;-45.75;-44.76;-42.68;-42.55;-45.74;-43.63;-42.65;-40.57;-41.94;-40.01;-37.08;-34.59;-33.26
3;-2.04;-1.5;-0.32;0.7;0.9;0.21;0.43;-0.01;-0.9;-1.9;-2.1;-2.09;-4.74;-7.99;-11.51;-12.88;-15.35;-18.39;-22.54;-25.82;-26.53;-30.1;-33.85;-37.43;-36.58;-34.57;-35.83;-36.2;-36.09;-34.58;-35.04;-35.45;-35.73;-36.96;-37.83;-37.25;-37.11;-37.02;-41.26;-40.19;-41.23;-37.42;-38.25;-36.87;-38.29;-36.26;-34.96;-33.38;-34.59;-34.83;-36.53;-36.3;-36.27;-34.33;-34.27;-35.72;-35.21;-35.95;-33.85;-37.83;-33.56;-35.66;-29.24;-32.13;-30.6;-33.07;-32.31;-34.58;-36.3;-38.59;-36.24;-34.19;-33.03;-32.15;-32.56;-33.7;-34.3;-33.66;-30.07;-32.45;-33.15;-34.6;-34.88;-35.26;-34.26;-32.69;-31.65;-34.78;-34.39;-34.9;-35.4;-36.81;-36.25;-33.12;-31.35;-30.26
4;0.29;-0.66;-0.62;-0.35;-0.14;0.03;0.68;0.29;0.14;-0.94;-0.67;-1.11;-1.97;-5.28;-8.47;-11.86;-14.77;-18.24;-24.02;-28.69;-31.37;-35.19;-39.25;-44.1;-43.94;-43.18;-43.31;-43.28;-42.55;-41.83;-41.78;-41.2;-40.4;-39.93;-40.49;-41.15;-41.81;-42.49;-45.47;-46.34;-47.4;-43.75;-41.95;-39.56;-40.42;-39.92;-39.66;-39.18;-40.68;-41.44;-41.24;-39.61;-38.64;-37.63;-37.34;-38.15;-38.52;-38.59;-35.73;-38.48;-35.98;-37.26;-30.9;-33.68;-34.04;-36.97;-35.43;-35.88;-35.05;-35.82;-34.98;-34.78;-34.86;-34.43;-34.35;-35.8;-35.59;-36.44;-34.49;-38.32;-38.14;-38.19;-36.3;-36.2;-36.02;-35.25;-35.22;-38.32;-39.67;-40.26;-39.97;-40.32;-41.71;-39.6;-37.4;-34.31
5;-0.81;-1.82;-0.85;-0.35;0.12;-0.06;-0.04;-0.36;-0.12;0.09;0.45;0.51;-0.73;-4.13;-8.54;-12.08;-14.81;-18.05;-22.69;-27.67;-29.21;-34.02;-37.19;-41.98;-40.58;-39.4;-40.01;-39.9;-38.8;-36.31;-36.14;-36.34;-36.87;-37.62;-37.67;-37.66;-37.01;-37.2;-41.61;-43.19;-45.49;-40.82;-39.32;-37.24;-38.06;-37.13;-35.99;-36.09;-36.46;-36.92;-36.44;-36.98;-36.74;-35.18;-34.57;-34.78;-35.72;-35.91;-34.99;-39.8;-37.56;-39.19;-31.65;-34.2;-33.19;-36.0;-35.22;-36.18;-36.29;-37.47;-37.03;-36.85;-36.35;-35.68;-35.81;-38.06;-38.37;-38.74;-36.27;-41.68;-41.58;-41.9;-38.79;-39.0;-38.88;-37.86;-37.6;-40.47;-40.05;-40.61;-40.25;-42.62;-42.18;-40.28;-37.9;-37.31
6;-1.08;-0.72;0.18;0.56;0.69;0.06;-0.33;-0.61;-0.69;-0.88;-0.29;1.11;-1.98;-6.06;-11.36;-11.82;-13.86;-15.97;-20.1;-25.5;-28.27;-34.21;-38.65;-44.65;-45.08;-43.55;-44.99;-44.34;-43.6;-41.6;-41.02;-41.25;-39.46;-40.23;-39.86;-40.97;-40.23;-41.37;-45.76;-46.91;-47.62;-42.61;-42.03;-41.19;-42.85;-42.42;-41.47;-42.17;-43.22;-44.42;-43.67;-43.61;-43.24;-41.5;-41.39;-40.56;-40.7;-39.35;-36.58;-39.47;-36.27;-38.4;-31.36;-33.37;-32.57;-35.12;-34.27;-34.46;-35.29;-37.05;-36.93;-36.58;-35.9;-35.31;-35.0;-37.26;-37.49;-39.03;-37.56;-42.5;-41.87;-40.95;-38.81;-38.49;-37.99;-36.0;-36.29;-41.76;-43.85;-44.71;-42.25;-42.26;-39.73;-37.17;-33.68;-32.37
7;0.65;0.23;-0.12;-0.32;-0.36;-0.1;0.0;-0.06;0.36;0.37;0.91;0.89;-1.99;-5.27;-8.95;-10.33;-13.01;-15.93;-20.55;-25.67;-27.33;-31.33;-34.36;-39.51;-39.25;-39.85;-41.15;-41.49;-39.64;-37.45;-36.88;-35.98;-36.12;-37.51;-38.4;-38.03;-36.91;-37.03;-42.35;-44.41;-46.02;-40.6;-37.87;-35.29;-36.01;-35.37;-34.2;-33.71;-32.94;-34.22;-33.83;-35.87;-37.17;-38.54;-39.56;-39.42;-37.98;-35.48;-32.52;-36.3;-35.62;-38.64;-30.94;-32.1;-30.01;-32.54;-30.89;-31.26;-32.94;-33.93;-33.72;-32.42;-32.29;-31.14;-31.51;-34.12;-34.69;-35.15;-33.22;-39.15;-38.32;-37.75;-34.52;-34.54;-34.24;-32.7;-32.51;-35.81;-36.32;-36.78;-35.59;-36.56;-36.04;-33.47;-30.07;-28.93
8;0.3;-0.15;-0.88;-0.18;-0.28;0.23;-0.13;0.04;0.28;0.55;0.56;0.1;-2.63;-6.11;-10.47;-13.86;-18.03;-21.87;-26.97;-32.78;-35.32;-40.58;-43.51;-47.94;-45.91;-44.37;-45.26;-45.18;-44.22;-42.83;-43.14;-43.25;-41.97;-42.15;-41.76;-42.77;-42.58;-44.14;-48.07;-50.75;-51.9;-47.84;-44.93;-43.56;-44.01;-43.54;-42.27;-42.49;-42.69;-42.74;-41.2;-41.83;-41.9;-42.76;-43.51;-43.35;-41.71;-38.85;-36.82;-41.94;-41.91;-45.0;-38.07;-37.84;-35.05;-35.78;-34.97;-36.73;-38.28;-39.46;-37.45;-36.24;-36.25;-36.29;-36.53;-38.71;-39.08;-41.04;-37.78;-42.35;-40.53;-41.83;-40.75;-39.94;-37.79;-34.93;-35.39;-39.3;-39.04;-38.77;-37.83;-40.15;-39.37;-37.39;-34.33;-34.95
9;0.85;0.36;-0.42;-0.32;-0.72;-0.29;0.64;0.79;0.72;0.73;0.42;-0.11;-3.45;-6.89;-10.59;-13.22;-16.95;-21.68;-27.93;-32.98;-36.12;-41.41;-45.27;-50.11;-47.61;-47.05;-49.45;-53.36;-54.65;-53.29;-53.39;-53.71;-53.22;-53.57;-54.51;-53.96;-53.23;-52.86;-56.65;-57.46;-57.31;-53.68;-52.0;-51.8;-52.52;-51.78;-51.09;-50.21;-50.17;-49.95;-49.41;-50.41;-49.97;-50.87;-50.53;-50.54;-48.52;-47.28;-44.83;-47.35;-46.08;-48.51;-43.91;-43.75;-41.11;-41.75;-40.89;-42.48;-43.47;-44.22;-43.11;-41.12;-41.05;-40.25;-40.38;-40.89;-40.2;-40.34;-38.46;-42.23;-41.08;-41.18;-40.15;-40.54;-40.16;-37.84;-38.17;-40.35;-40.44;-39.61;-39.14;-39.43;-38.48;-35.96;-33.67;-34.45
